job_title,job_description,job_skill_1,job_skill_2,job_skill_3
Product Manager,Plans and executes marketing campaigns across channels.,Python,Agile,Content Strategy
Product Manager,Develops software applications using modern technologies.,Figma,Java,Content Strategy
Data Analyst,Develops software applications using modern technologies.,Project Management,UX Research,Scrum
Software Engineer,Designs user interfaces and ensures optimal user experience.,Project Management,Java,Prototyping
UX Designer,Plans and executes marketing campaigns across channels.,SEO,Java,Scrum
Marketing Specialist,Analyzes data to drive business decisions and strategies.,Python,Java,SQL
UX Designer,Analyzes data to drive business decisions and strategies.,Figma,Data Analysis,Prototyping
Software Engineer,Designs user interfaces and ensures optimal user experience.,Excel,UX Research,SQL
Marketing Specialist,Plans and executes marketing campaigns across channels.,Project Management,Java,Scrum
UX Designer,Designs user interfaces and ensures optimal user experience.,Excel,Java,Content Strategy
Marketing Specialist,Manages product lifecycle and works with cross-functional teams.,Python,Data Analysis,Scrum
Product Manager,Manages product lifecycle and works with cross-functional teams.,Excel,Java,SQL
Marketing Specialist,Plans and executes marketing campaigns across channels.,Excel,SEM,Scrum
UX Designer,Manages product lifecycle and works with cross-functional teams.,Python,Agile,Scrum
Data Analyst,Plans and executes marketing campaigns across channels.,Excel,UX Research,SQL
UX Designer,Manages product lifecycle and works with cross-functional teams.,SEO,UX Research,Content Strategy
UX Designer,Manages product lifecycle and works with cross-functional teams.,Excel,Data Analysis,Prototyping
Marketing Specialist,Plans and executes marketing campaigns across channels.,SEO,UX Research,SQL
UX Designer,Analyzes data to drive business decisions and strategies.,Python,UX Research,Scrum
UX Designer,Designs user interfaces and ensures optimal user experience.,Figma,SEM,SQL
Data Analyst,Analyzes data to drive business decisions and strategies.,SEO,SEM,SQL
Software Engineer,Designs user interfaces and ensures optimal user experience.,Figma,Agile,Scrum
Data Analyst,Develops software applications using modern technologies.,SEO,UX Research,Content Strategy
Data Analyst,Develops software applications using modern technologies.,SEO,Agile,Content Strategy
Data Analyst,Develops software applications using modern technologies.,Excel,Agile,SQL
Software Engineer,Analyzes data to drive business decisions and strategies.,Python,UX Research,Prototyping
Data Analyst,Develops software applications using modern technologies.,Project Management,Data Analysis,Content Strategy
Product Manager,Manages product lifecycle and works with cross-functional teams.,Project Management,Data Analysis,SQL
Marketing Specialist,Manages product lifecycle and works with cross-functional teams.,Excel,Java,Content Strategy
Marketing Specialist,Analyzes data to drive business decisions and strategies.,Excel,Java,Prototyping
Marketing Specialist,Manages product lifecycle and works with cross-functional teams.,Excel,Agile,Content Strategy
Marketing Specialist,Manages product lifecycle and works with cross-functional teams.,Project Management,Data Analysis,Scrum
Product Manager,Analyzes data to drive business decisions and strategies.,SEO,Java,SQL
Software Engineer,Manages product lifecycle and works with cross-functional teams.,Project Management,Data Analysis,Scrum
Data Analyst,Analyzes data to drive business decisions and strategies.,SEO,Java,SQL
UX Designer,Plans and executes marketing campaigns across channels.,Excel,Java,SQL
Marketing Specialist,Designs user interfaces and ensures optimal user experience.,Python,Data Analysis,Content Strategy
Software Engineer,Develops software applications using modern technologies.,Figma,SEM,Prototyping
Marketing Specialist,Plans and executes marketing campaigns across channels.,Figma,UX Research,SQL
Data Analyst,Develops software applications using modern technologies.,Python,UX Research,SQL
UX Designer,Develops software applications using modern technologies.,SEO,Data Analysis,Content Strategy
Marketing Specialist,Designs user interfaces and ensures optimal user experience.,Python,Data Analysis,Content Strategy
Product Manager,Designs user interfaces and ensures optimal user experience.,Excel,UX Research,SQL
Marketing Specialist,Plans and executes marketing campaigns across channels.,Excel,UX Research,Prototyping
Product Manager,Develops software applications using modern technologies.,Python,UX Research,Prototyping
Data Analyst,Analyzes data to drive business decisions and strategies.,SEO,SEM,SQL
Data Analyst,Manages product lifecycle and works with cross-functional teams.,Excel,Data Analysis,Scrum
Product Manager,Manages product lifecycle and works with cross-functional teams.,Python,Java,SQL
Product Manager,Designs user interfaces and ensures optimal user experience.,Excel,Data Analysis,Prototyping
Product Manager,Designs user interfaces and ensures optimal user experience.,Project Management,Java,SQL
UX Designer,Develops software applications using modern technologies.,SEO,UX Research,Scrum
Data Analyst,Analyzes data to drive business decisions and strategies.,Project Management,SEM,Content Strategy
Marketing Specialist,Analyzes data to drive business decisions and strategies.,SEO,Java,SQL
Software Engineer,Develops software applications using modern technologies.,SEO,Data Analysis,Prototyping
Marketing Specialist,Analyzes data to drive business decisions and strategies.,Project Management,Agile,SQL
Marketing Specialist,Develops software applications using modern technologies.,Project Management,UX Research,SQL
Data Analyst,Plans and executes marketing campaigns across channels.,Excel,Java,Prototyping
Software Engineer,Develops software applications using modern technologies.,Excel,UX Research,SQL
Marketing Specialist,Develops software applications using modern technologies.,Excel,Data Analysis,Prototyping
Product Manager,Analyzes data to drive business decisions and strategies.,Project Management,Agile,SQL
Software Engineer,Analyzes data to drive business decisions and strategies.,SEO,Data Analysis,SQL
Software Engineer,Analyzes data to drive business decisions and strategies.,Python,Java,Prototyping
UX Designer,Develops software applications using modern technologies.,Excel,UX Research,SQL
Marketing Specialist,Manages product lifecycle and works with cross-functional teams.,Python,Java,Prototyping
UX Designer,Designs user interfaces and ensures optimal user experience.,Project Management,Java,SQL
Data Analyst,Plans and executes marketing campaigns across channels.,Python,SEM,Prototyping
Product Manager,Develops software applications using modern technologies.,Excel,UX Research,Prototyping
Data Analyst,Analyzes data to drive business decisions and strategies.,Project Management,Data Analysis,SQL
Data Analyst,Plans and executes marketing campaigns across channels.,Figma,Data Analysis,Scrum
Data Analyst,Designs user interfaces and ensures optimal user experience.,Excel,Data Analysis,Scrum
Data Analyst,Plans and executes marketing campaigns across channels.,SEO,SEM,SQL
Product Manager,Manages product lifecycle and works with cross-functional teams.,SEO,Agile,Content Strategy
Marketing Specialist,Manages product lifecycle and works with cross-functional teams.,Python,UX Research,SQL
UX Designer,Analyzes data to drive business decisions and strategies.,SEO,Data Analysis,SQL
Marketing Specialist,Develops software applications using modern technologies.,Excel,SEM,SQL
Marketing Specialist,Analyzes data to drive business decisions and strategies.,SEO,UX Research,SQL
Product Manager,Plans and executes marketing campaigns across channels.,Project Management,SEM,SQL
UX Designer,Plans and executes marketing campaigns across channels.,Project Management,Agile,SQL
Software Engineer,Develops software applications using modern technologies.,Figma,Agile,Content Strategy
Marketing Specialist,Designs user interfaces and ensures optimal user experience.,Excel,UX Research,Scrum
Data Analyst,Analyzes data to drive business decisions and strategies.,Project Management,Data Analysis,Content Strategy
UX Designer,Manages product lifecycle and works with cross-functional teams.,SEO,SEM,Scrum
Product Manager,Plans and executes marketing campaigns across channels.,Project Management,UX Research,Prototyping
Marketing Specialist,Develops software applications using modern technologies.,Project Management,SEM,Content Strategy
UX Designer,Designs user interfaces and ensures optimal user experience.,Excel,Agile,SQL
Data Analyst,Designs user interfaces and ensures optimal user experience.,Project Management,UX Research,SQL
Marketing Specialist,Develops software applications using modern technologies.,Project Management,Agile,SQL
Product Manager,Manages product lifecycle and works with cross-functional teams.,Excel,Agile,Scrum
Marketing Specialist,Designs user interfaces and ensures optimal user experience.,Project Management,Java,SQL
Data Analyst,Plans and executes marketing campaigns across channels.,Figma,SEM,Content Strategy
UX Designer,Analyzes data to drive business decisions and strategies.,Figma,UX Research,Prototyping
